Reference area,Source,Sex,Place of birth,Time,Total,15-24,25-54,55-64,65+
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Native-born,2020,10944.6,2243.9,5538.7,1365.5,1796.5
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Foreign-born,2020,713.9,52.8,396.7,110.8,153.6
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Status unknown,2020,7.0,0.5,2.5,1.9,2.1
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Total,Total,2021,22223.2,4556.7,11549.6,2679.9,3437.1
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Total,Native-born,2021,21063.4,4452.5,10939.9,2527.5,3143.4
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Total,Foreign-born,2021,1141.9,99.4,602.7,150.7,289.1
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Total,Status unknown,2021,17.9,4.8,7.0,1.6,4.5
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Male,Total,2021,10622.0,2321.0,5627.6,1296.7,1376.7
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Male,Native-born,2021,10089.4,2264.6,5347.2,1224.0,1253.7
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Male,Foreign-born,2021,522.3,52.6,276.4,71.5,121.8
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Male,Status unknown,2021,10.2,3.8,4.0,1.2,0.0
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Total,2021,11601.2,2235.6,5922.0,1383.2,2060.4
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Native-born,2021,10973.9,2187.9,5592.8,1303.5,1889.8
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Foreign-born,2021,619.6,46.8,326.3,79.2,167.4
Argentina,"LFS - Encuesta Permanente de Hogares, Urbano",Female,Status unknown,2021,7.7,0.0,3.0,0.0,3.2
Armenia,LFS - Household Labour Force Survey,Total,Total,2016,2011.4,358.8,1061.7,389.6,201.2
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2016,1864.6,349.5,1002.0,348.2,164.9
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2016,146.8,9.4,59.7,41.4,36.3
Armenia,LFS - Household Labour Force Survey,Male,Total,2016,905.2,183.6,473.0,164.4,84.2
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2016,851.4,178.8,451.0,150.4,71.2
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2016,53.8,4.8,22.1,14.0,13.0
Armenia,LFS - Household Labour Force Survey,Female,Total,2016,1106.2,175.3,588.7,225.2,117.1
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2016,1013.2,170.7,551.0,197.8,93.7
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2016,93.0,4.6,37.6,27.4,23.4
Armenia,LFS - Household Labour Force Survey,Total,Total,2017,2021.3,344.7,1074.5,396.3,205.8
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2017,1869.1,335.2,1015.3,350.4,168.1
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2017,152.3,9.5,59.2,45.9,37.6
Armenia,LFS - Household Labour Force Survey,Male,Total,2017,914.5,179.9,477.4,170.3,87.0
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2017,854.3,174.3,453.0,153.0,73.9
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2017,60.3,5.5,24.4,17.2,13.1
Armenia,LFS - Household Labour Force Survey,Female,Total,2017,1106.8,164.8,597.1,226.1,118.8
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2017,1014.8,160.9,562.3,197.4,94.3
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2017,92.0,4.0,34.8,28.7,24.6
Armenia,LFS - Household Labour Force Survey,Total,Total,2018,2206.1,381.1,1196.1,447.3,181.7
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2018,2075.0,368.0,1147.9,404.1,155.0
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2018,131.1,13.0,48.2,43.2,26.7
Armenia,LFS - Household Labour Force Survey,Male,Total,2018,1027.2,185.0,564.4,201.8,75.9
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2018,977.1,179.6,545.7,183.0,68.8
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2018,50.0,5.4,18.7,18.8,7.2
Armenia,LFS - Household Labour Force Survey,Female,Total,2018,1178.9,196.1,631.7,245.4,105.8
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2018,1097.9,188.5,602.2,221.0,86.2
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2018,81.1,7.6,29.5,24.4,19.5
Armenia,LFS - Household Labour Force Survey,Total,Total,2019,2204.4,351.8,1201.5,449.7,201.4
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2019,2058.4,338.6,1144.9,402.3,172.6
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2019,146.0,13.2,56.6,47.3,28.8
Armenia,LFS - Household Labour Force Survey,Male,Total,2019,1024.6,183.3,561.2,194.8,85.3
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2019,964.9,176.8,537.8,177.2,73.0
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2019,59.8,6.5,23.4,17.6,12.3
Armenia,LFS - Household Labour Force Survey,Female,Total,2019,1179.8,168.5,640.3,254.9,116.1
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2019,1093.6,161.8,607.1,225.1,99.6
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2019,86.2,6.8,33.2,29.7,16.5
Armenia,LFS - Household Labour Force Survey,Total,Total,2020,2336.5,341.6,1162.9,463.6,368.3
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2020,2202.0,336.2,1119.0,424.2,322.7
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2020,134.5,5.4,43.9,39.5,45.7
Armenia,LFS - Household Labour Force Survey,Male,Total,2020,1060.7,176.8,537.6,201.5,144.8
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2020,1010.2,173.9,520.4,188.3,127.6
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2020,50.4,2.9,17.1,13.1,17.2
Armenia,LFS - Household Labour Force Survey,Female,Total,2020,1275.8,164.8,625.3,262.2,223.5
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2020,1191.8,162.3,598.6,235.8,195.1
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2020,84.1,2.5,26.8,26.4,28.4
Armenia,LFS - Household Labour Force Survey,Total,Total,2021,2364.6,342.3,1144.2,480.7,397.5
Armenia,LFS - Household Labour Force Survey,Total,Native-born,2021,2233.3,336.3,1102.8,448.6,345.6
Armenia,LFS - Household Labour Force Survey,Total,Foreign-born,2021,131.3,5.9,41.4,32.0,51.9
Armenia,LFS - Household Labour Force Survey,Male,Total,2021,1054.6,173.0,513.2,216.2,152.1
Armenia,LFS - Household Labour Force Survey,Male,Native-born,2021,1006.2,170.6,496.0,203.0,136.6
Armenia,LFS - Household Labour Force Survey,Male,Foreign-born,2021,48.4,2.4,17.2,13.3,15.5
Armenia,LFS - Household Labour Force Survey,Female,Total,2021,1310.0,169.2,631.0,264.4,245.4
Armenia,LFS - Household Labour Force Survey,Female,Native-born,2021,1227.1,165.7,606.8,245.7,209.0
Armenia,LFS - Household Labour Force Survey,Female,Foreign-born,2021,82.9,3.5,24.2,18.8,36.4
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Total,2011,17641.9,2969.5,9236.4,2541.1,2894.8
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Native-born,2011,12179.2,2407.5,6130.8,1668.6,1972.3
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Foreign-born,2011,5454.9,562.0,3099.6,871.8,921.5
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Status unknown,2011,7.8,0.0,0.0,0.0,0.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Total,2011,8702.6,1516.6,4568.3,1255.9,1361.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Native-born,2011,5958.8,1231.2,3017.6,813.1,896.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Foreign-born,2011,2741.0,285.4,1548.9,442.8,463.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Total,2011,8939.2,1452.9,4668.0,1285.3,1533.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Native-born,2011,6220.4,1176.4,3113.2,855.5,1075.4
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Foreign-born,2011,2713.9,276.6,1550.8,429.0,457.6
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Total,2012,17955.3,3006.7,9380.5,2552.7,3015.3
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Native-born,2012,12573.9,2551.0,6273.9,1731.4,2017.6
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Foreign-born,2012,5376.0,455.8,3103.1,820.5,996.6
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Status unknown,2012,5.4,0.0,0.0,0.0,0.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Total,2012,8855.0,1536.6,4640.2,1265.4,1412.8
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Native-born,2012,6203.9,1303.2,3124.5,847.1,929.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Foreign-born,2012,2648.9,233.3,1514.6,418.3,482.7
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Total,2012,9100.3,1470.2,4740.3,1287.3,1602.5
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Native-born,2012,6370.1,1247.7,3149.4,884.3,1088.7
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Foreign-born,2012,2727.1,222.4,1588.6,402.3,513.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Total,2013,18257.5,3013.1,9517.8,2593.7,3132.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Native-born,2013,12749.1,2585.6,6340.5,1765.0,2058.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Foreign-born,2013,5503.4,427.5,3174.1,827.9,1073.9
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Status unknown,2013,5.0,0.0,0.0,0.0,0.0
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Total,2013,8994.6,1531.9,4713.4,1267.5,1481.8
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Native-born,2013,6218.1,1304.1,3120.5,851.8,941.7
Australia,"HIES - Household, Income and Labour Dynamics Survey",Male,Foreign-born,2013,2772.9,227.8,1590.4,415.7,539.1
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Total,2013,9262.9,1481.2,4804.4,1326.2,1651.1
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Native-born,2013,6531.0,1281.5,3220.0,913.2,1116.3
Australia,"HIES - Household, Income and Labour Dynamics Survey",Female,Foreign-born,2013,2730.5,199.7,1583.7,412.2,534.8
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Total,2014,18529.5,3058.4,9584.9,2664.8,3221.4
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Native-born,2014,12997.0,2650.0,6447.3,1822.3,2077.5
Australia,"HIES - Household, Income and Labour Dynamics Survey",Total,Foreign-born,2014,5526.0,408.4,3133.1,841.8,1142.7
